Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Seattle,Industry,2017-11,Biotech & Pharmaceuticals,Median Base Pay,63016.0,
Seattle,Industry,2017-11,Business Services,Median Base Pay,57334.0,
Seattle,Industry,2017-11,Computer Software & Hardware,Median Base Pay,62198.0,
Seattle,Industry,2017-11,Construction,Median Base Pay,60612.0,
Seattle,Industry,2017-11,Consulting,Median Base Pay,61862.0,
Seattle,Industry,2017-11,Consumer Electronics,Median Base Pay,53715.0,
Seattle,Industry,2017-11,Consumer Services,Median Base Pay,53932.0,
Seattle,Industry,2017-11,Education & Schools,Median Base Pay,55815.0,
Seattle,Industry,2017-11,Energy & Utilities,Median Base Pay,65183.0,
Seattle,Industry,2017-11,Facilities,Median Base Pay,55672.0,
Seattle,Industry,2017-11,Farming & Agriculture,Median Base Pay,60297.0,
Seattle,Industry,2017-11,Government,Median Base Pay,60103.0,
Seattle,Industry,2017-11,Health Care & Hospitals,Median Base Pay,59056.0,
Seattle,Industry,2017-11,Information Technology,Median Base Pay,61177.0,
Seattle,Industry,2017-11,Insurance,Median Base Pay,60731.0,
Seattle,Industry,2017-11,Internet & Tech,Median Base Pay,60930.0,
Seattle,Industry,2017-11,Manufacturing,Median Base Pay,61323.0,
Seattle,Industry,2017-11,Marketing & Advertising,Median Base Pay,57223.0,
Seattle,Industry,2017-11,Media & Publishing,Median Base Pay,58771.0,
Seattle,Industry,2017-11,Nonprofit,Median Base Pay,57063.0,
Seattle,Industry,2017-11,Private Security,Median Base Pay,55390.0,
Seattle,Industry,2017-11,Real Estate,Median Base Pay,58063.0,
Seattle,Industry,2017-11,Recruiting & Staffing,Median Base Pay,58073.0,
Seattle,Industry,2017-11,Restaurants & Bars,Median Base Pay,55813.0,
Seattle,Industry,2017-11,Retail,Median Base Pay,55647.0,
Seattle,Industry,2017-11,Supermarkets,Median Base Pay,56601.0,
Seattle,Industry,2017-11,Telecommunications,Median Base Pay,59007.0,
Seattle,Industry,2017-11,Transportation & Logistics,Median Base Pay,58731.0,
Seattle,Industry,2017-11,Travel & Tourism,Median Base Pay,56941.0,
Seattle,Industry,2017-11,Wholesale,Median Base Pay,59311.0,
National,Industry,2017-12,Accounting & Legal,Median Base Pay,51850.0,
National,Industry,2017-12,Aerospace & Defense,Median Base Pay,53958.0,
National,Industry,2017-12,Architecture & Civil Engineering,Median Base Pay,51687.0,
National,Industry,2017-12,Arts & Entertainment,Median Base Pay,46421.0,
National,Industry,2017-12,Automotive,Median Base Pay,47149.0,
National,Industry,2017-12,Banking & Financial Services,Median Base Pay,50917.0,
National,Industry,2017-12,Beauty & Fitness,Median Base Pay,46069.0,
National,Industry,2017-12,Biotech & Pharmaceuticals,Median Base Pay,53564.0,
National,Industry,2017-12,Business Services,Median Base Pay,48556.0,
National,Industry,2017-12,Computer Software & Hardware,Median Base Pay,52759.0,
National,Industry,2017-12,Construction,Median Base Pay,51470.0,
National,Industry,2017-12,Consulting,Median Base Pay,52500.0,
National,Industry,2017-12,Consumer Electronics,Median Base Pay,45485.0,
National,Industry,2017-12,Consumer Services,Median Base Pay,45738.0,
National,Industry,2017-12,Education & Schools,Median Base Pay,47332.0,
National,Industry,2017-12,Energy & Utilities,Median Base Pay,55297.0,
National,Industry,2017-12,Facilities,Median Base Pay,47082.0,
National,Industry,2017-12,Farming & Agriculture,Median Base Pay,50953.0,
National,Industry,2017-12,Government,Median Base Pay,50948.0,
National,Industry,2017-12,Health Care & Hospitals,Median Base Pay,50062.0,
National,Industry,2017-12,Information Technology,Median Base Pay,51813.0,
National,Industry,2017-12,Insurance,Median Base Pay,51478.0,
National,Industry,2017-12,Internet & Tech,Median Base Pay,51688.0,
National,Industry,2017-12,Manufacturing,Median Base Pay,51948.0,
National,Industry,2017-12,Marketing & Advertising,Median Base Pay,48586.0,
National,Industry,2017-12,Media & Publishing,Median Base Pay,49887.0,
National,Industry,2017-12,Nonprofit,Median Base Pay,48538.0,
National,Industry,2017-12,Private Security,Median Base Pay,46894.0,
National,Industry,2017-12,Real Estate,Median Base Pay,49313.0,
National,Industry,2017-12,Recruiting & Staffing,Median Base Pay,49176.0,
National,Industry,2017-12,Restaurants & Bars,Median Base Pay,47169.0,
National,Industry,2017-12,Retail,Median Base Pay,47194.0,
National,Industry,2017-12,Supermarkets,Median Base Pay,47928.0,
National,Industry,2017-12,Telecommunications,Median Base Pay,49967.0,
National,Industry,2017-12,Transportation & Logistics,Median Base Pay,49959.0,
National,Industry,2017-12,Travel & Tourism,Median Base Pay,48219.0,
National,Industry,2017-12,Wholesale,Median Base Pay,50269.0,
New York City,Industry,2017-12,Accounting & Legal,Median Base Pay,61932.0,
New York City,Industry,2017-12,Aerospace & Defense,Median Base Pay,64449.0,
New York City,Industry,2017-12,Architecture & Civil Engineering,Median Base Pay,61737.0,
New York City,Industry,2017-12,Arts & Entertainment,Median Base Pay,55447.0,
New York City,Industry,2017-12,Automotive,Median Base Pay,56316.0,
New York City,Industry,2017-12,Banking & Financial Services,Median Base Pay,60817.0,
New York City,Industry,2017-12,Beauty & Fitness,Median Base Pay,55026.0,
New York City,Industry,2017-12,Biotech & Pharmaceuticals,Median Base Pay,63979.0,
New York City,Industry,2017-12,Business Services,Median Base Pay,57997.0,
New York City,Industry,2017-12,Computer Software & Hardware,Median Base Pay,63018.0,
New York City,Industry,2017-12,Construction,Median Base Pay,61477.0,
New York City,Industry,2017-12,Consulting,Median Base Pay,62708.0,
New York City,Industry,2017-12,Consumer Electronics,Median Base Pay,54328.0,
New York City,Industry,2017-12,Consumer Services,Median Base Pay,54631.0,
New York City,Industry,2017-12,Education & Schools,Median Base Pay,56535.0,
New York City,Industry,2017-12,Energy & Utilities,Median Base Pay,66049.0,
New York City,Industry,2017-12,Facilities,Median Base Pay,56236.0,
New York City,Industry,2017-12,Farming & Agriculture,Median Base Pay,60860.0,
New York City,Industry,2017-12,Government,Median Base Pay,60854.0,
New York City,Industry,2017-12,Health Care & Hospitals,Median Base Pay,59795.0,
New York City,Industry,2017-12,Information Technology,Median Base Pay,61888.0,
New York City,Industry,2017-12,Insurance,Median Base Pay,61488.0,
New York City,Industry,2017-12,Internet & Tech,Median Base Pay,61738.0,
New York City,Industry,2017-12,Manufacturing,Median Base Pay,62048.0,
New York City,Industry,2017-12,Marketing & Advertising,Median Base Pay,58033.0,
New York City,Industry,2017-12,Media & Publishing,Median Base Pay,59587.0,
New York City,Industry,2017-12,Nonprofit,Median Base Pay,57975.0,
New York City,Industry,2017-12,Private Security,Median Base Pay,56012.0,
New York City,Industry,2017-12,Real Estate,Median Base Pay,58901.0,
New York City,Industry,2017-12,Recruiting & Staffing,Median Base Pay,58737.0,
New York City,Industry,2017-12,Restaurants & Bars,Median Base Pay,56340.0,
New York City,Industry,2017-12,Retail,Median Base Pay,56370.0,
New York City,Industry,2017-12,Supermarkets,Median Base Pay,57247.0,
New York City,Industry,2017-12,Telecommunications,Median Base Pay,59683.0,
New York City,Industry,2017-12,Transportation & Logistics,Median Base Pay,59673.0,
New York City,Industry,2017-12,Travel & Tourism,Median Base Pay,57595.0,
New York City,Industry,2017-12,Wholesale,Median Base Pay,60044.0,
Los Angeles,Industry,2017-12,Accounting & Legal,Median Base Pay,60172.0,
Los Angeles,Industry,2017-12,Aerospace & Defense,Median Base Pay,62618.0,
Los Angeles,Industry,2017-12,Architecture & Civil Engineering,Median Base Pay,59983.0,
Los Angeles,Industry,2017-12,Arts & Entertainment,Median Base Pay,53872.0,
Los Angeles,Industry,2017-12,Automotive,Median Base Pay,54716.0,
Los Angeles,Industry,2017-12,Banking & Financial Services,Median Base Pay,59089.0,
Los Angeles,Industry,2017-12,Beauty & Fitness,Median Base Pay,53463.0,
Los Angeles,Industry,2017-12,Biotech & Pharmaceuticals,Median Base Pay,62161.0,
Los Angeles,Industry,2017-12,Business Services,Median Base Pay,56350.0,
Los Angeles,Industry,2017-12,Computer Software & Hardware,Median Base Pay,61227.0,
Los Angeles,Industry,2017-12,Construction,Median Base Pay,59730.0,
Los Angeles,Industry,2017-12,Consulting,Median Base Pay,60926.0,
Los Angeles,Industry,2017-12,Consumer Electronics,Median Base Pay,52785.0,
Los Angeles,Industry,2017-12,Consumer Services,Median Base Pay,53079.0,
Los Angeles,Industry,2017-12,Education & Schools,Median Base Pay,54929.0,
Los Angeles,Industry,2017-12,Energy & Utilities,Median Base Pay,64172.0,
Los Angeles,Industry,2017-12,Facilities,Median Base Pay,54639.0,
Los Angeles,Industry,2017-12,Farming & Agriculture,Median Base Pay,59131.0,
Los Angeles,Industry,2017-12,Government,Median Base Pay,59126.0,
Los Angeles,Industry,2017-12,Health Care & Hospitals,Median Base Pay,58096.0,
Los Angeles,Industry,2017-12,Information Technology,Median Base Pay,60129.0,
Los Angeles,Industry,2017-12,Insurance,Median Base Pay,59741.0,
Los Angeles,Industry,2017-12,Internet & Tech,Median Base Pay,59984.0,
Los Angeles,Industry,2017-12,Manufacturing,Median Base Pay,60286.0,
Los Angeles,Industry,2017-12,Marketing & Advertising,Median Base Pay,56384.0,
Los Angeles,Industry,2017-12,Media & Publishing,Median Base Pay,57894.0,
Los Angeles,Industry,2017-12,Nonprofit,Median Base Pay,56328.0,
Los Angeles,Industry,2017-12,Private Security,Median Base Pay,54420.0,
Los Angeles,Industry,2017-12,Real Estate,Median Base Pay,57228.0,
Los Angeles,Industry,2017-12,Recruiting & Staffing,Median Base Pay,57069.0,
Los Angeles,Industry,2017-12,Restaurants & Bars,Median Base Pay,54739.0,
Los Angeles,Industry,2017-12,Retail,Median Base Pay,54769.0,
Los Angeles,Industry,2017-12,Supermarkets,Median Base Pay,55621.0,
Los Angeles,Industry,2017-12,Telecommunications,Median Base Pay,57987.0,
Los Angeles,Industry,2017-12,Transportation & Logistics,Median Base Pay,57978.0,
Los Angeles,Industry,2017-12,Travel & Tourism,Median Base Pay,55959.0,
Los Angeles,Industry,2017-12,Wholesale,Median Base Pay,58338.0,
Chicago,Industry,2017-12,Accounting & Legal,Median Base Pay,55614.0,
Chicago,Industry,2017-12,Aerospace & Defense,Median Base Pay,57874.0,
Chicago,Industry,2017-12,Architecture & Civil Engineering,Median Base Pay,55439.0,
Chicago,Industry,2017-12,Arts & Entertainment,Median Base Pay,49791.0,
Chicago,Industry,2017-12,Automotive,Median Base Pay,50571.0,
Chicago,Industry,2017-12,Banking & Financial Services,Median Base Pay,54613.0,
Chicago,Industry,2017-12,Beauty & Fitness,Median Base Pay,49413.0,
Chicago,Industry,2017-12,Biotech & Pharmaceuticals,Median Base Pay,57452.0,
Chicago,Industry,2017-12,Business Services,Median Base Pay,52081.0,
Chicago,Industry,2017-12,Computer Software & Hardware,Median Base Pay,56589.0,
Chicago,Industry,2017-12,Construction,Median Base Pay,55206.0,
Chicago,Industry,2017-12,Consulting,Median Base Pay,56311.0,
Chicago,Industry,2017-12,Consumer Electronics,Median Base Pay,48786.0,
Chicago,Industry,2017-12,Consumer Services,Median Base Pay,49058.0,
Chicago,Industry,2017-12,Education & Schools,Median Base Pay,50767.0,
Chicago,Industry,2017-12,Energy & Utilities,Median Base Pay,59311.0,
Chicago,Industry,2017-12,Facilities,Median Base Pay,50499.0,
Chicago,Industry,2017-12,Farming & Agriculture,Median Base Pay,54651.0,
Chicago,Industry,2017-12,Government,Median Base Pay,54646.0,
Chicago,Industry,2017-12,Health Care & Hospitals,Median Base Pay,53695.0,
Chicago,Industry,2017-12,Information Technology,Median Base Pay,55574.0,
Chicago,Industry,2017-12,Insurance,Median Base Pay,55215.0,
Chicago,Industry,2017-12,Internet & Tech,Median Base Pay,55440.0,
Chicago,Industry,2017-12,Manufacturing,Median Base Pay,55719.0,
Chicago,Industry,2017-12,Marketing & Advertising,Median Base Pay,52113.0,
Chicago,Industry,2017-12,Media & Publishing,Median Base Pay,53508.0,
Chicago,Industry,2017-12,Nonprofit,Median Base Pay,52061.0,
Chicago,Industry,2017-12,Private Security,Median Base Pay,50298.0,
Chicago,Industry,2017-12,Real Estate,Median Base Pay,52892.0,
Chicago,Industry,2017-12,Recruiting & Staffing,Median Base Pay,52745.0,
Chicago,Industry,2017-12,Restaurants & Bars,Median Base Pay,50592.0,
Chicago,Industry,2017-12,Retail,Median Base Pay,50620.0,
Chicago,Industry,2017-12,Supermarkets,Median Base Pay,51407.0,
Chicago,Industry,2017-12,Telecommunications,Median Base Pay,53594.0,
Chicago,Industry,2017-12,Transportation & Logistics,Median Base Pay,53586.0,
Chicago,Industry,2017-12,Travel & Tourism,Median Base Pay,51720.0,
Chicago,Industry,2017-12,Wholesale,Median Base Pay,53918.0,
Houston,Industry,2017-12,Accounting & Legal,Median Base Pay,54998.0,
Houston,Industry,2017-12,Aerospace & Defense,Median Base Pay,57233.0,
Houston,Industry,2017-12,Architecture & Civil Engineering,Median Base Pay,54825.0,
Houston,Industry,2017-12,Arts & Entertainment,Median Base Pay,49239.0,
Houston,Industry,2017-12,Automotive,Median Base Pay,50011.0,
Houston,Industry,2017-12,Banking & Financial Services,Median Base Pay,54008.0,
Houston,Industry,2017-12,Beauty & Fitness,Median Base Pay,48865.0,
Houston,Industry,2017-12,Biotech & Pharmaceuticals,Median Base Pay,56816.0,
Houston,Industry,2017-12,Business Services,Median Base Pay,51504.0,
Houston,Industry,2017-12,Computer Software & Hardware,Median Base Pay,55962.0,
Houston,Industry,2017-12,Construction,Median Base Pay,54594.0,
Houston,Industry,2017-12,Consulting,Median Base Pay,55687.0,
Houston,Industry,2017-12,Consumer Electronics,Median Base Pay,48246.0,
Houston,Industry,2017-12,Consumer Services,Median Base Pay,48514.0,
Houston,Industry,2017-12,Education & Schools,Median Base Pay,50205.0,
Houston,Industry,2017-12,Energy & Utilities,Median Base Pay,58654.0,
Houston,Industry,2017-12,Facilities,Median Base Pay,49940.0,
Houston,Industry,2017-12,Farming & Agriculture,Median Base Pay,54046.0,
Houston,Industry,2017-12,Government,Median Base Pay,54041.0,
Houston,Industry,2017-12,Health Care & Hospitals,Median Base Pay,53101.0,
Houston,Industry,2017-12,Information Technology,Median Base Pay,54959.0,
Houston,Industry,2017-12,Insurance,Median Base Pay,54603.0,
Houston,Industry,2017-12,Internet & Tech,Median Base Pay,54826.0,
Houston,Industry,2017-12,Manufacturing,Median Base Pay,55101.0,
Houston,Industry,2017-12,Marketing & Advertising,Median Base Pay,51536.0,
Houston,Industry,2017-12,Media & Publishing,Median Base Pay,52916.0,
Houston,Industry,2017-12,Nonprofit,Median Base Pay,51484.0,
Houston,Industry,2017-12,Private Security,Median Base Pay,49741.0,
Houston,Industry,2017-12,Real Estate,Median Base Pay,52307.0,
Houston,Industry,2017-12,Recruiting & Staffing,Median Base Pay,52161.0,
Houston,Industry,2017-12,Restaurants & Bars,Median Base Pay,50032.0,
Houston,Industry,2017-12,Retail,Median Base Pay,50059.0,
Houston,Industry,2017-12,Supermarkets,Median Base Pay,50838.0,
Houston,Industry,2017-12,Telecommunications,Median Base Pay,53001.0,
Houston,Industry,2017-12,Transportation & Logistics,Median Base Pay,52992.0,
Houston,Industry,2017-12,Travel & Tourism,Median Base Pay,51147.0,
Houston,Industry,2017-12,Wholesale,Median Base Pay,53321.0,
Washington DC,Industry,2017-12,Accounting & Legal,Median Base Pay,59907.0,
Washington DC,Industry,2017-12,Aerospace & Defense,Median Base Pay,62342.0,
Washington DC,Industry,2017-12,Architecture & Civil Engineering,Median Base Pay,59719.0,
Washington DC,Industry,2017-12,Arts & Entertainment,Median Base Pay,53635.0,
Washington DC,Industry,2017-12,Automotive,Median Base Pay,54476.0,
Washington DC,Industry,2017-12,Banking & Financial Services,Median Base Pay,58829.0,
Washington DC,Industry,2017-12,Beauty & Fitness,Median Base Pay,53228.0,
Washington DC,Industry,2017-12,Biotech & Pharmaceuticals,Median Base Pay,61888.0,
Washington DC,Industry,2017-12,Business Services,Median Base Pay,56102.0,
Washington DC,Industry,2017-12,Computer Software & Hardware,Median Base Pay,60958.0,
Washington DC,Industry,2017-12,Construction,Median Base Pay,59468.0,
Washington DC,Industry,2017-12,Consulting,Median Base Pay,60658.0,
Washington DC,Industry,2017-12,Consumer Electronics,Median Base Pay,52553.0,
Washington DC,Industry,2017-12,Consumer Services,Median Base Pay,52845.0,
Washington DC,Industry,2017-12,Education & Schools,Median Base Pay,54687.0,
Washington DC,Industry,2017-12,Energy & Utilities,Median Base Pay,63890.0,
Washington DC,Industry,2017-12,Facilities,Median Base Pay,54398.0,
Washington DC,Industry,2017-12,Farming & Agriculture,Median Base Pay,58870.0,
Washington DC,Industry,2017-12,Government,Median Base Pay,58865.0,
Washington DC,Industry,2017-12,Health Care & Hospitals,Median Base Pay,57841.0,
Washington DC,Industry,2017-12,Information Technology,Median Base Pay,59865.0,
Washington DC,Industry,2017-12,Insurance,Median Base Pay,59478.0,
Washington DC,Industry,2017-12,Internet & Tech,Median Base Pay,59721.0,
Washington DC,Industry,2017-12,Manufacturing,Median Base Pay,60020.0,
Washington DC,Industry,2017-12,Marketing & Advertising,Median Base Pay,56136.0,
Washington DC,Industry,2017-12,Media & Publishing,Median Base Pay,57639.0,
Washington DC,Industry,2017-12,Nonprofit,Median Base Pay,56080.0,
Washington DC,Industry,2017-12,Private Security,Median Base Pay,54181.0,
Washington DC,Industry,2017-12,Real Estate,Median Base Pay,56976.0,
Washington DC,Industry,2017-12,Recruiting & Staffing,Median Base Pay,56818.0,
Washington DC,Industry,2017-12,Restaurants & Bars,Median Base Pay,54498.0,
Washington DC,Industry,2017-12,Retail,Median Base Pay,54528.0,
Washington DC,Industry,2017-12,Supermarkets,Median Base Pay,55376.0,
Washington DC,Industry,2017-12,Telecommunications,Median Base Pay,57732.0,
Washington DC,Industry,2017-12,Transportation & Logistics,Median Base Pay,57723.0,
