Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Chicago,Industry,2018-05,Biotech & Pharmaceuticals,Median Base Pay,58383.0,
Chicago,Industry,2018-05,Business Services,Median Base Pay,53300.0,
Chicago,Industry,2018-05,Computer Software & Hardware,Median Base Pay,57369.0,
Chicago,Industry,2018-05,Construction,Median Base Pay,56060.0,
Chicago,Industry,2018-05,Consulting,Median Base Pay,56752.0,
Chicago,Industry,2018-05,Consumer Electronics,Median Base Pay,50013.0,
Chicago,Industry,2018-05,Consumer Services,Median Base Pay,49645.0,
Chicago,Industry,2018-05,Education & Schools,Median Base Pay,51916.0,
Chicago,Industry,2018-05,Energy & Utilities,Median Base Pay,61438.0,
Chicago,Industry,2018-05,Facilities,Median Base Pay,51417.0,
Chicago,Industry,2018-05,Farming & Agriculture,Median Base Pay,55706.0,
Chicago,Industry,2018-05,Government,Median Base Pay,55739.0,
Chicago,Industry,2018-05,Health Care & Hospitals,Median Base Pay,54582.0,
Chicago,Industry,2018-05,Information Technology,Median Base Pay,55599.0,
Chicago,Industry,2018-05,Insurance,Median Base Pay,55504.0,
Chicago,Industry,2018-05,Internet & Tech,Median Base Pay,56097.0,
Chicago,Industry,2018-05,Manufacturing,Median Base Pay,56810.0,
Chicago,Industry,2018-05,Marketing & Advertising,Median Base Pay,53293.0,
Chicago,Industry,2018-05,Media & Publishing,Median Base Pay,53865.0,
Chicago,Industry,2018-05,Nonprofit,Median Base Pay,51174.0,
Chicago,Industry,2018-05,Private Security,Median Base Pay,51382.0,
Chicago,Industry,2018-05,Real Estate,Median Base Pay,54040.0,
Chicago,Industry,2018-05,Recruiting & Staffing,Median Base Pay,52524.0,
Chicago,Industry,2018-05,Restaurants & Bars,Median Base Pay,50671.0,
Chicago,Industry,2018-05,Retail,Median Base Pay,51362.0,
Chicago,Industry,2018-05,Supermarkets,Median Base Pay,52703.0,
Chicago,Industry,2018-05,Telecommunications,Median Base Pay,54325.0,
Chicago,Industry,2018-05,Transportation & Logistics,Median Base Pay,54936.0,
Chicago,Industry,2018-05,Travel & Tourism,Median Base Pay,51855.0,
Chicago,Industry,2018-05,Wholesale,Median Base Pay,54527.0,
Houston,Industry,2018-05,Accounting & Legal,Median Base Pay,54837.0,
Houston,Industry,2018-05,Aerospace & Defense,Median Base Pay,56903.0,
Houston,Industry,2018-05,Architecture & Civil Engineering,Median Base Pay,56128.0,
Houston,Industry,2018-05,Arts & Entertainment,Median Base Pay,49349.0,
Houston,Industry,2018-05,Automotive,Median Base Pay,49866.0,
Houston,Industry,2018-05,Banking & Financial Services,Median Base Pay,54509.0,
Houston,Industry,2018-05,Beauty & Fitness,Median Base Pay,50394.0,
Houston,Industry,2018-05,Biotech & Pharmaceuticals,Median Base Pay,57244.0,
Houston,Industry,2018-05,Business Services,Median Base Pay,52260.0,
Houston,Industry,2018-05,Computer Software & Hardware,Median Base Pay,56249.0,
Houston,Industry,2018-05,Construction,Median Base Pay,54966.0,
Houston,Industry,2018-05,Consulting,Median Base Pay,55644.0,
Houston,Industry,2018-05,Consumer Electronics,Median Base Pay,49036.0,
Houston,Industry,2018-05,Consumer Services,Median Base Pay,48676.0,
Houston,Industry,2018-05,Education & Schools,Median Base Pay,50903.0,
Houston,Industry,2018-05,Energy & Utilities,Median Base Pay,60238.0,
Houston,Industry,2018-05,Facilities,Median Base Pay,50413.0,
Houston,Industry,2018-05,Farming & Agriculture,Median Base Pay,54619.0,
Houston,Industry,2018-05,Government,Median Base Pay,54651.0,
Houston,Industry,2018-05,Health Care & Hospitals,Median Base Pay,53517.0,
Houston,Industry,2018-05,Information Technology,Median Base Pay,54514.0,
Houston,Industry,2018-05,Insurance,Median Base Pay,54420.0,
Houston,Industry,2018-05,Internet & Tech,Median Base Pay,55002.0,
Houston,Industry,2018-05,Manufacturing,Median Base Pay,55701.0,
Houston,Industry,2018-05,Marketing & Advertising,Median Base Pay,52253.0,
Houston,Industry,2018-05,Media & Publishing,Median Base Pay,52813.0,
Houston,Industry,2018-05,Nonprofit,Median Base Pay,50176.0,
Houston,Industry,2018-05,Private Security,Median Base Pay,50379.0,
Houston,Industry,2018-05,Real Estate,Median Base Pay,52985.0,
Houston,Industry,2018-05,Recruiting & Staffing,Median Base Pay,51499.0,
Houston,Industry,2018-05,Restaurants & Bars,Median Base Pay,49682.0,
Houston,Industry,2018-05,Retail,Median Base Pay,50360.0,
Houston,Industry,2018-05,Supermarkets,Median Base Pay,51674.0,
Houston,Industry,2018-05,Telecommunications,Median Base Pay,53265.0,
Houston,Industry,2018-05,Transportation & Logistics,Median Base Pay,53864.0,
Houston,Industry,2018-05,Travel & Tourism,Median Base Pay,50843.0,
Houston,Industry,2018-05,Wholesale,Median Base Pay,53463.0,
Washington DC,Industry,2018-05,Accounting & Legal,Median Base Pay,58834.0,
Washington DC,Industry,2018-05,Aerospace & Defense,Median Base Pay,61051.0,
Washington DC,Industry,2018-05,Architecture & Civil Engineering,Median Base Pay,60219.0,
Washington DC,Industry,2018-05,Arts & Entertainment,Median Base Pay,52946.0,
Washington DC,Industry,2018-05,Automotive,Median Base Pay,53501.0,
Washington DC,Industry,2018-05,Banking & Financial Services,Median Base Pay,58482.0,
Washington DC,Industry,2018-05,Beauty & Fitness,Median Base Pay,54067.0,
Washington DC,Industry,2018-05,Biotech & Pharmaceuticals,Median Base Pay,61416.0,
Washington DC,Industry,2018-05,Business Services,Median Base Pay,56069.0,
Washington DC,Industry,2018-05,Computer Software & Hardware,Median Base Pay,60349.0,
Washington DC,Industry,2018-05,Construction,Median Base Pay,58972.0,
Washington DC,Industry,2018-05,Consulting,Median Base Pay,59700.0,
Washington DC,Industry,2018-05,Consumer Electronics,Median Base Pay,52611.0,
Washington DC,Industry,2018-05,Consumer Services,Median Base Pay,52224.0,
Washington DC,Industry,2018-05,Education & Schools,Median Base Pay,54613.0,
Washington DC,Industry,2018-05,Energy & Utilities,Median Base Pay,64629.0,
Washington DC,Industry,2018-05,Facilities,Median Base Pay,54088.0,
Washington DC,Industry,2018-05,Farming & Agriculture,Median Base Pay,58600.0,
Washington DC,Industry,2018-05,Government,Median Base Pay,58634.0,
Washington DC,Industry,2018-05,Health Care & Hospitals,Median Base Pay,57417.0,
Washington DC,Industry,2018-05,Information Technology,Median Base Pay,58487.0,
Washington DC,Industry,2018-05,Insurance,Median Base Pay,58387.0,
Washington DC,Industry,2018-05,Internet & Tech,Median Base Pay,59011.0,
Washington DC,Industry,2018-05,Manufacturing,Median Base Pay,59761.0,
Washington DC,Industry,2018-05,Marketing & Advertising,Median Base Pay,56062.0,
Washington DC,Industry,2018-05,Media & Publishing,Median Base Pay,56663.0,
Washington DC,Industry,2018-05,Nonprofit,Median Base Pay,53833.0,
Washington DC,Industry,2018-05,Private Security,Median Base Pay,54051.0,
Washington DC,Industry,2018-05,Real Estate,Median Base Pay,56847.0,
Washington DC,Industry,2018-05,Recruiting & Staffing,Median Base Pay,55252.0,
Washington DC,Industry,2018-05,Restaurants & Bars,Median Base Pay,53303.0,
Washington DC,Industry,2018-05,Retail,Median Base Pay,54031.0,
Washington DC,Industry,2018-05,Supermarkets,Median Base Pay,55440.0,
Washington DC,Industry,2018-05,Telecommunications,Median Base Pay,57147.0,
Washington DC,Industry,2018-05,Transportation & Logistics,Median Base Pay,57790.0,
Washington DC,Industry,2018-05,Travel & Tourism,Median Base Pay,54549.0,
Washington DC,Industry,2018-05,Wholesale,Median Base Pay,57360.0,
Philadelphia,Industry,2018-05,Accounting & Legal,Median Base Pay,54719.0,
Philadelphia,Industry,2018-05,Aerospace & Defense,Median Base Pay,56781.0,
Philadelphia,Industry,2018-05,Architecture & Civil Engineering,Median Base Pay,56008.0,
Philadelphia,Industry,2018-05,Arts & Entertainment,Median Base Pay,49243.0,
Philadelphia,Industry,2018-05,Automotive,Median Base Pay,49759.0,
Philadelphia,Industry,2018-05,Banking & Financial Services,Median Base Pay,54392.0,
Philadelphia,Industry,2018-05,Beauty & Fitness,Median Base Pay,50286.0,
Philadelphia,Industry,2018-05,Biotech & Pharmaceuticals,Median Base Pay,57121.0,
Philadelphia,Industry,2018-05,Business Services,Median Base Pay,52148.0,
Philadelphia,Industry,2018-05,Computer Software & Hardware,Median Base Pay,56129.0,
Philadelphia,Industry,2018-05,Construction,Median Base Pay,54848.0,
Philadelphia,Industry,2018-05,Consulting,Median Base Pay,55525.0,
Philadelphia,Industry,2018-05,Consumer Electronics,Median Base Pay,48931.0,
Philadelphia,Industry,2018-05,Consumer Services,Median Base Pay,48571.0,
Philadelphia,Industry,2018-05,Education & Schools,Median Base Pay,50794.0,
Philadelphia,Industry,2018-05,Energy & Utilities,Median Base Pay,60109.0,
Philadelphia,Industry,2018-05,Facilities,Median Base Pay,50305.0,
Philadelphia,Industry,2018-05,Farming & Agriculture,Median Base Pay,54501.0,
Philadelphia,Industry,2018-05,Government,Median Base Pay,54534.0,
Philadelphia,Industry,2018-05,Health Care & Hospitals,Median Base Pay,53402.0,
Philadelphia,Industry,2018-05,Information Technology,Median Base Pay,54397.0,
Philadelphia,Industry,2018-05,Insurance,Median Base Pay,54304.0,
Philadelphia,Industry,2018-05,Internet & Tech,Median Base Pay,54884.0,
Philadelphia,Industry,2018-05,Manufacturing,Median Base Pay,55582.0,
Philadelphia,Industry,2018-05,Marketing & Advertising,Median Base Pay,52141.0,
Philadelphia,Industry,2018-05,Media & Publishing,Median Base Pay,52700.0,
Philadelphia,Industry,2018-05,Nonprofit,Median Base Pay,50068.0,
Philadelphia,Industry,2018-05,Private Security,Median Base Pay,50271.0,
Philadelphia,Industry,2018-05,Real Estate,Median Base Pay,52872.0,
Philadelphia,Industry,2018-05,Recruiting & Staffing,Median Base Pay,51388.0,
Philadelphia,Industry,2018-05,Restaurants & Bars,Median Base Pay,49575.0,
Philadelphia,Industry,2018-05,Retail,Median Base Pay,50252.0,
Philadelphia,Industry,2018-05,Supermarkets,Median Base Pay,51563.0,
Philadelphia,Industry,2018-05,Telecommunications,Median Base Pay,53151.0,
Philadelphia,Industry,2018-05,Transportation & Logistics,Median Base Pay,53749.0,
Philadelphia,Industry,2018-05,Travel & Tourism,Median Base Pay,50734.0,
Philadelphia,Industry,2018-05,Wholesale,Median Base Pay,53348.0,
Atlanta,Industry,2018-05,Accounting & Legal,Median Base Pay,52848.0,
Atlanta,Industry,2018-05,Aerospace & Defense,Median Base Pay,54840.0,
Atlanta,Industry,2018-05,Architecture & Civil Engineering,Median Base Pay,54093.0,
Atlanta,Industry,2018-05,Arts & Entertainment,Median Base Pay,47559.0,
Atlanta,Industry,2018-05,Automotive,Median Base Pay,48058.0,
Atlanta,Industry,2018-05,Banking & Financial Services,Median Base Pay,52532.0,
Atlanta,Industry,2018-05,Beauty & Fitness,Median Base Pay,48567.0,
Atlanta,Industry,2018-05,Biotech & Pharmaceuticals,Median Base Pay,55168.0,
Atlanta,Industry,2018-05,Business Services,Median Base Pay,50364.0,
Atlanta,Industry,2018-05,Computer Software & Hardware,Median Base Pay,54210.0,
Atlanta,Industry,2018-05,Construction,Median Base Pay,52972.0,
Atlanta,Industry,2018-05,Consulting,Median Base Pay,53626.0,
Atlanta,Industry,2018-05,Consumer Electronics,Median Base Pay,47258.0,
Atlanta,Industry,2018-05,Consumer Services,Median Base Pay,46911.0,
Atlanta,Industry,2018-05,Education & Schools,Median Base Pay,49057.0,
Atlanta,Industry,2018-05,Energy & Utilities,Median Base Pay,58054.0,
Atlanta,Industry,2018-05,Facilities,Median Base Pay,48585.0,
Atlanta,Industry,2018-05,Farming & Agriculture,Median Base Pay,52638.0,
Atlanta,Industry,2018-05,Government,Median Base Pay,52669.0,
Atlanta,Industry,2018-05,Health Care & Hospitals,Median Base Pay,51576.0,
Atlanta,Industry,2018-05,Information Technology,Median Base Pay,52537.0,
Atlanta,Industry,2018-05,Insurance,Median Base Pay,52447.0,
Atlanta,Industry,2018-05,Internet & Tech,Median Base Pay,53008.0,
Atlanta,Industry,2018-05,Manufacturing,Median Base Pay,53681.0,
Atlanta,Industry,2018-05,Marketing & Advertising,Median Base Pay,50358.0,
Atlanta,Industry,2018-05,Media & Publishing,Median Base Pay,50898.0,
Atlanta,Industry,2018-05,Nonprofit,Median Base Pay,48356.0,
Atlanta,Industry,2018-05,Private Security,Median Base Pay,48552.0,
Atlanta,Industry,2018-05,Real Estate,Median Base Pay,51064.0,
Atlanta,Industry,2018-05,Recruiting & Staffing,Median Base Pay,49631.0,
Atlanta,Industry,2018-05,Restaurants & Bars,Median Base Pay,47880.0,
Atlanta,Industry,2018-05,Retail,Median Base Pay,48534.0,
Atlanta,Industry,2018-05,Supermarkets,Median Base Pay,49800.0,
Atlanta,Industry,2018-05,Telecommunications,Median Base Pay,51333.0,
Atlanta,Industry,2018-05,Transportation & Logistics,Median Base Pay,51911.0,
Atlanta,Industry,2018-05,Travel & Tourism,Median Base Pay,48999.0,
Atlanta,Industry,2018-05,Wholesale,Median Base Pay,51524.0,
Boston,Industry,2018-05,Accounting & Legal,Median Base Pay,59549.0,
Boston,Industry,2018-05,Aerospace & Defense,Median Base Pay,61793.0,
Boston,Industry,2018-05,Architecture & Civil Engineering,Median Base Pay,60951.0,
Boston,Industry,2018-05,Arts & Entertainment,Median Base Pay,53590.0,
Boston,Industry,2018-05,Automotive,Median Base Pay,54151.0,
Boston,Industry,2018-05,Banking & Financial Services,Median Base Pay,59193.0,
Boston,Industry,2018-05,Beauty & Fitness,Median Base Pay,54725.0,
Boston,Industry,2018-05,Biotech & Pharmaceuticals,Median Base Pay,62163.0,
Boston,Industry,2018-05,Business Services,Median Base Pay,56750.0,
Boston,Industry,2018-05,Computer Software & Hardware,Median Base Pay,61083.0,
Boston,Industry,2018-05,Construction,Median Base Pay,59689.0,
Boston,Industry,2018-05,Consulting,Median Base Pay,60426.0,
Boston,Industry,2018-05,Consumer Electronics,Median Base Pay,53250.0,
Boston,Industry,2018-05,Consumer Services,Median Base Pay,52859.0,
Boston,Industry,2018-05,Education & Schools,Median Base Pay,55277.0,
Boston,Industry,2018-05,Energy & Utilities,Median Base Pay,65415.0,
Boston,Industry,2018-05,Facilities,Median Base Pay,54745.0,
Boston,Industry,2018-05,Farming & Agriculture,Median Base Pay,59312.0,
Boston,Industry,2018-05,Government,Median Base Pay,59347.0,
Boston,Industry,2018-05,Health Care & Hospitals,Median Base Pay,58115.0,
Boston,Industry,2018-05,Information Technology,Median Base Pay,59198.0,
Boston,Industry,2018-05,Insurance,Median Base Pay,59097.0,
Boston,Industry,2018-05,Internet & Tech,Median Base Pay,59729.0,
Boston,Industry,2018-05,Manufacturing,Median Base Pay,60488.0,
Boston,Industry,2018-05,Marketing & Advertising,Median Base Pay,56743.0,
Boston,Industry,2018-05,Media & Publishing,Median Base Pay,57352.0,
Boston,Industry,2018-05,Nonprofit,Median Base Pay,54487.0,
Boston,Industry,2018-05,Private Security,Median Base Pay,54708.0,
Boston,Industry,2018-05,Real Estate,Median Base Pay,57538.0,
Boston,Industry,2018-05,Recruiting & Staffing,Median Base Pay,55924.0,
Boston,Industry,2018-05,Restaurants & Bars,Median Base Pay,53951.0,
Boston,Industry,2018-05,Retail,Median Base Pay,54687.0,
Boston,Industry,2018-05,Supermarkets,Median Base Pay,56114.0,
Boston,Industry,2018-05,Telecommunications,Median Base Pay,57842.0,
Boston,Industry,2018-05,Transportation & Logistics,Median Base Pay,58493.0,
Boston,Industry,2018-05,Travel & Tourism,Median Base Pay,55212.0,
Boston,Industry,2018-05,Wholesale,Median Base Pay,58057.0,
San Francisco,Industry,2018-05,Accounting & Legal,Median Base Pay,69161.0,
San Francisco,Industry,2018-05,Aerospace & Defense,Median Base Pay,71768.0,
San Francisco,Industry,2018-05,Architecture & Civil Engineering,Median Base Pay,70790.0,
San Francisco,Industry,2018-05,Arts & Entertainment,Median Base Pay,62240.0,
San Francisco,Industry,2018-05,Automotive,Median Base Pay,62892.0,
San Francisco,Industry,2018-05,Banking & Financial Services,Median Base Pay,68747.0,
San Francisco,Industry,2018-05,Beauty & Fitness,Median Base Pay,63558.0,
San Francisco,Industry,2018-05,Biotech & Pharmaceuticals,Median Base Pay,72197.0,
San Francisco,Industry,2018-05,Business Services,Median Base Pay,65911.0,
San Francisco,Industry,2018-05,Computer Software & Hardware,Median Base Pay,70943.0,
San Francisco,Industry,2018-05,Construction,Median Base Pay,69324.0,
San Francisco,Industry,2018-05,Consulting,Median Base Pay,70180.0,
San Francisco,Industry,2018-05,Consumer Electronics,Median Base Pay,61846.0,
San Francisco,Industry,2018-05,Consumer Services,Median Base Pay,61391.0,
San Francisco,Industry,2018-05,Education & Schools,Median Base Pay,64200.0,
San Francisco,Industry,2018-05,Energy & Utilities,Median Base Pay,75974.0,
San Francisco,Industry,2018-05,Facilities,Median Base Pay,63582.0,
San Francisco,Industry,2018-05,Farming & Agriculture,Median Base Pay,68886.0,
San Francisco,Industry,2018-05,Government,Median Base Pay,68927.0,
San Francisco,Industry,2018-05,Health Care & Hospitals,Median Base Pay,67496.0,
San Francisco,Industry,2018-05,Information Technology,Median Base Pay,68754.0,
San Francisco,Industry,2018-05,Insurance,Median Base Pay,68636.0,
San Francisco,Industry,2018-05,Internet & Tech,Median Base Pay,69370.0,
San Francisco,Industry,2018-05,Manufacturing,Median Base Pay,70252.0,
San Francisco,Industry,2018-05,Marketing & Advertising,Median Base Pay,65902.0,
San Francisco,Industry,2018-05,Media & Publishing,Median Base Pay,66609.0,
San Francisco,Industry,2018-05,Nonprofit,Median Base Pay,63283.0,
San Francisco,Industry,2018-05,Private Security,Median Base Pay,63539.0,
San Francisco,Industry,2018-05,Real Estate,Median Base Pay,66826.0,
San Francisco,Industry,2018-05,Recruiting & Staffing,Median Base Pay,64951.0,
San Francisco,Industry,2018-05,Restaurants & Bars,Median Base Pay,62659.0,
San Francisco,Industry,2018-05,Retail,Median Base Pay,63515.0,
San Francisco,Industry,2018-05,Supermarkets,Median Base Pay,65172.0,
San Francisco,Industry,2018-05,Telecommunications,Median Base Pay,67179.0,
San Francisco,Industry,2018-05,Transportation & Logistics,Median Base Pay,67934.0,
San Francisco,Industry,2018-05,Travel & Tourism,Median Base Pay,64125.0,
San Francisco,Industry,2018-05,Wholesale,Median Base Pay,67429.0,
Seattle,Industry,2018-05,Accounting & Legal,Median Base Pay,60067.0,
Seattle,Industry,2018-05,Aerospace & Defense,Median Base Pay,62331.0,
Seattle,Industry,2018-05,Architecture & Civil Engineering,Median Base Pay,61482.0,
Seattle,Industry,2018-05,Arts & Entertainment,Median Base Pay,54056.0,
Seattle,Industry,2018-05,Automotive,Median Base Pay,54622.0,
Seattle,Industry,2018-05,Banking & Financial Services,Median Base Pay,59707.0,
Seattle,Industry,2018-05,Beauty & Fitness,Median Base Pay,55201.0,
Seattle,Industry,2018-05,Biotech & Pharmaceuticals,Median Base Pay,62704.0,
Seattle,Industry,2018-05,Business Services,Median Base Pay,57244.0,
Seattle,Industry,2018-05,Computer Software & Hardware,Median Base Pay,61614.0,
Seattle,Industry,2018-05,Construction,Median Base Pay,60208.0,
Seattle,Industry,2018-05,Consulting,Median Base Pay,60952.0,
Seattle,Industry,2018-05,Consumer Electronics,Median Base Pay,53713.0,
Seattle,Industry,2018-05,Consumer Services,Median Base Pay,53318.0,
Seattle,Industry,2018-05,Education & Schools,Median Base Pay,55758.0,
Seattle,Industry,2018-05,Energy & Utilities,Median Base Pay,65984.0,
Seattle,Industry,2018-05,Facilities,Median Base Pay,55222.0,
Seattle,Industry,2018-05,Farming & Agriculture,Median Base Pay,59828.0,
Seattle,Industry,2018-05,Government,Median Base Pay,59864.0,
Seattle,Industry,2018-05,Health Care & Hospitals,Median Base Pay,58621.0,
Seattle,Industry,2018-05,Information Technology,Median Base Pay,59713.0,
Seattle,Industry,2018-05,Insurance,Median Base Pay,59611.0,
Seattle,Industry,2018-05,Internet & Tech,Median Base Pay,60248.0,
Seattle,Industry,2018-05,Manufacturing,Median Base Pay,61014.0,
Seattle,Industry,2018-05,Marketing & Advertising,Median Base Pay,57237.0,
Seattle,Industry,2018-05,Media & Publishing,Median Base Pay,57851.0,
Seattle,Industry,2018-05,Nonprofit,Median Base Pay,54961.0,
Seattle,Industry,2018-05,Private Security,Median Base Pay,55184.0,
Seattle,Industry,2018-05,Real Estate,Median Base Pay,58039.0,
Seattle,Industry,2018-05,Recruiting & Staffing,Median Base Pay,56411.0,
Seattle,Industry,2018-05,Restaurants & Bars,Median Base Pay,54420.0,
Seattle,Industry,2018-05,Retail,Median Base Pay,55163.0,
Seattle,Industry,2018-05,Supermarkets,Median Base Pay,56603.0,
Seattle,Industry,2018-05,Telecommunications,Median Base Pay,58345.0,
Seattle,Industry,2018-05,Transportation & Logistics,Median Base Pay,59001.0,
Seattle,Industry,2018-05,Travel & Tourism,Median Base Pay,55693.0,
Seattle,Industry,2018-05,Wholesale,Median Base Pay,58562.0,
National,Industry,2018-06,Accounting & Legal,Median Base Pay,51554.0,
National,Industry,2018-06,Aerospace & Defense,Median Base Pay,53454.0,
National,Industry,2018-06,Architecture & Civil Engineering,Median Base Pay,52863.0,
National,Industry,2018-06,Arts & Entertainment,Median Base Pay,46565.0,
National,Industry,2018-06,Automotive,Median Base Pay,46931.0,
National,Industry,2018-06,Banking & Financial Services,Median Base Pay,51067.0,
National,Industry,2018-06,Beauty & Fitness,Median Base Pay,47659.0,
National,Industry,2018-06,Biotech & Pharmaceuticals,Median Base Pay,53969.0,
National,Industry,2018-06,Business Services,Median Base Pay,49390.0,
National,Industry,2018-06,Computer Software & Hardware,Median Base Pay,52957.0,
National,Industry,2018-06,Construction,Median Base Pay,51793.0,
National,Industry,2018-06,Consulting,Median Base Pay,52579.0,
National,Industry,2018-06,Consumer Electronics,Median Base Pay,46144.0,
National,Industry,2018-06,Consumer Services,Median Base Pay,45816.0,
National,Industry,2018-06,Education & Schools,Median Base Pay,47897.0,
National,Industry,2018-06,Energy & Utilities,Median Base Pay,56630.0,
National,Industry,2018-06,Facilities,Median Base Pay,47451.0,
National,Industry,2018-06,Farming & Agriculture,Median Base Pay,51354.0,
National,Industry,2018-06,Government,Median Base Pay,51581.0,
National,Industry,2018-06,Health Care & Hospitals,Median Base Pay,50431.0,
National,Industry,2018-06,Information Technology,Median Base Pay,51314.0,
National,Industry,2018-06,Insurance,Median Base Pay,51379.0,
National,Industry,2018-06,Internet & Tech,Median Base Pay,51916.0,
National,Industry,2018-06,Manufacturing,Median Base Pay,52264.0,
National,Industry,2018-06,Marketing & Advertising,Median Base Pay,49098.0,
National,Industry,2018-06,Media & Publishing,Median Base Pay,49744.0,
National,Industry,2018-06,Nonprofit,Median Base Pay,47181.0,
National,Industry,2018-06,Private Security,Median Base Pay,47425.0,
National,Industry,2018-06,Real Estate,Median Base Pay,49895.0,
National,Industry,2018-06,Recruiting & Staffing,Median Base Pay,48545.0,
National,Industry,2018-06,Restaurants & Bars,Median Base Pay,46848.0,
National,Industry,2018-06,Retail,Median Base Pay,47529.0,
National,Industry,2018-06,Supermarkets,Median Base Pay,48408.0,
National,Industry,2018-06,Telecommunications,Median Base Pay,50170.0,
National,Industry,2018-06,Transportation & Logistics,Median Base Pay,50592.0,
National,Industry,2018-06,Travel & Tourism,Median Base Pay,47892.0,
National,Industry,2018-06,Wholesale,Median Base Pay,50323.0,
New York City,Industry,2018-06,Accounting & Legal,Median Base Pay,60697.0,
New York City,Industry,2018-06,Aerospace & Defense,Median Base Pay,62934.0,
New York City,Industry,2018-06,Architecture & Civil Engineering,Median Base Pay,62238.0,
New York City,Industry,2018-06,Arts & Entertainment,Median Base Pay,54823.0,
New York City,Industry,2018-06,Automotive,Median Base Pay,55254.0,
New York City,Industry,2018-06,Banking & Financial Services,Median Base Pay,60124.0,
New York City,Industry,2018-06,Beauty & Fitness,Median Base Pay,56112.0,
New York City,Industry,2018-06,Biotech & Pharmaceuticals,Median Base Pay,63540.0,
New York City,Industry,2018-06,Business Services,Median Base Pay,58149.0,
New York City,Industry,2018-06,Computer Software & Hardware,Median Base Pay,62349.0,
New York City,Industry,2018-06,Construction,Median Base Pay,60978.0,
New York City,Industry,2018-06,Consulting,Median Base Pay,61904.0,
New York City,Industry,2018-06,Consumer Electronics,Median Base Pay,54327.0,
New York City,Industry,2018-06,Consumer Services,Median Base Pay,53941.0,
New York City,Industry,2018-06,Education & Schools,Median Base Pay,56392.0,
New York City,Industry,2018-06,Energy & Utilities,Median Base Pay,66674.0,
New York City,Industry,2018-06,Facilities,Median Base Pay,55866.0,
New York City,Industry,2018-06,Farming & Agriculture,Median Base Pay,60461.0,
New York City,Industry,2018-06,Government,Median Base Pay,60729.0,
New York City,Industry,2018-06,Health Care & Hospitals,Median Base Pay,59374.0,
New York City,Industry,2018-06,Information Technology,Median Base Pay,60414.0,
New York City,Industry,2018-06,Insurance,Median Base Pay,60491.0,
New York City,Industry,2018-06,Internet & Tech,Median Base Pay,61123.0,
New York City,Industry,2018-06,Manufacturing,Median Base Pay,61532.0,
New York City,Industry,2018-06,Marketing & Advertising,Median Base Pay,57805.0,
New York City,Industry,2018-06,Media & Publishing,Median Base Pay,58566.0,
New York City,Industry,2018-06,Nonprofit,Median Base Pay,55549.0,
New York City,Industry,2018-06,Private Security,Median Base Pay,55836.0,
New York City,Industry,2018-06,Real Estate,Median Base Pay,58744.0,
New York City,Industry,2018-06,Recruiting & Staffing,Median Base Pay,57155.0,
New York City,Industry,2018-06,Restaurants & Bars,Median Base Pay,55157.0,
New York City,Industry,2018-06,Retail,Median Base Pay,55958.0,
New York City,Industry,2018-06,Supermarkets,Median Base Pay,56993.0,
New York City,Industry,2018-06,Telecommunications,Median Base Pay,59068.0,
New York City,Industry,2018-06,Transportation & Logistics,Median Base Pay,59565.0,
New York City,Industry,2018-06,Travel & Tourism,Median Base Pay,56386.0,
New York City,Industry,2018-06,Wholesale,Median Base Pay,59248.0,
Los Angeles,Industry,2018-06,Accounting & Legal,Median Base Pay,59812.0,
Los Angeles,Industry,2018-06,Aerospace & Defense,Median Base Pay,62015.0,
Los Angeles,Industry,2018-06,Architecture & Civil Engineering,Median Base Pay,61330.0,
Los Angeles,Industry,2018-06,Arts & Entertainment,Median Base Pay,54023.0,
Los Angeles,Industry,2018-06,Automotive,Median Base Pay,54448.0,
Los Angeles,Industry,2018-06,Banking & Financial Services,Median Base Pay,59247.0,
Los Angeles,Industry,2018-06,Beauty & Fitness,Median Base Pay,55293.0,
Los Angeles,Industry,2018-06,Biotech & Pharmaceuticals,Median Base Pay,62613.0,
Los Angeles,Industry,2018-06,Business Services,Median Base Pay,57300.0,
Los Angeles,Industry,2018-06,Computer Software & Hardware,Median Base Pay,61439.0,
Los Angeles,Industry,2018-06,Construction,Median Base Pay,60088.0,
Los Angeles,Industry,2018-06,Consulting,Median Base Pay,61000.0,
Los Angeles,Industry,2018-06,Consumer Electronics,Median Base Pay,53534.0,
Los Angeles,Industry,2018-06,Consumer Services,Median Base Pay,53154.0,
Los Angeles,Industry,2018-06,Education & Schools,Median Base Pay,55569.0,
Los Angeles,Industry,2018-06,Energy & Utilities,Median Base Pay,65701.0,
Los Angeles,Industry,2018-06,Facilities,Median Base Pay,55051.0,
Los Angeles,Industry,2018-06,Farming & Agriculture,Median Base Pay,59579.0,
Los Angeles,Industry,2018-06,Government,Median Base Pay,59843.0,
Los Angeles,Industry,2018-06,Health Care & Hospitals,Median Base Pay,58508.0,
Los Angeles,Industry,2018-06,Information Technology,Median Base Pay,59533.0,
Los Angeles,Industry,2018-06,Insurance,Median Base Pay,59608.0,
Los Angeles,Industry,2018-06,Internet & Tech,Median Base Pay,60231.0,
Los Angeles,Industry,2018-06,Manufacturing,Median Base Pay,60635.0,
Los Angeles,Industry,2018-06,Marketing & Advertising,Median Base Pay,56962.0,
